Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Birth rate, crude (per 1,000 people)",CO2 emissions (kg per PPP $ of GDP),Capital health expenditure (% of GDP),"Compulsory education, duration (years)",Control of Corruption: Estimate,"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Domestic general government health expenditure (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Fertility rate, total (births per woman)","GDP, PPP (constant 2017 international $)",Gini index,"Government expenditure on education, total (% of GDP)","Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)",Number of neonatal deaths,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,"Population ages 80 and above, female","Population ages 80 and above, male",Population density (people per sq. km of land area),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Poverty gap at $6.85 a day (2017 PPP) (%),Pregnant women receiving prenatal care (%),Prevalence of overweight (% of adults),"Prevalence of overweight, weight for height (% of children under 5)",Prevalence of undernourishment (% of population),Rural population (% of total population),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population)
0.0,72.099,0.44799083650654503,0.12475104,24.0,-0.9088687598705281,1290.938736297498,14.805,0.0,11.236646879999999,852.820963596837,85.56667899,0.0,0.0,8.397,8617310452.926,0.0,12.984330654144301,0.0,222.135,205.85399999999998,213.45299999999997,0.0,405.894,695.367,51.0,210.0,0.0,254.99974142117338,0.0,0.570215955376626,3312.0,2931.0,40.2022358614644,457560.0,149.6903533537692,459453.0,150.3096466462308,917013.0,0.0,0.0,150.3,0.0,21.299999999999997,164.214,0.0,24.54,415059.0,135.786
0.0,69.792,0.527587925033265,0.20864304,24.0,0.1239506900310516,1290.5612183903909,14.256,0.0,11.10258864,829.19018335038,90.86908149,0.0,0.0,8.103,8578328473.761631,0.0,14.486070156097409,0.0,224.58300000000003,207.52499999999998,215.457,0.0,377.04900000000004,673.2,49.800000000000004,213.0,0.0,255.94205803130308,0.0,0.0852906145155429,3519.0,3126.0,41.320166593599296,470769.0,149.8448297264865,471741.0,150.1542153795225,942513.0,0.0,0.0,151.8,0.0,20.700000000000003,164.26500000000001,0.0,24.732,426441.0,135.73499999999999
0.0,67.599,0.514080130044882,0.07769421,24.0,-0.0707229506224395,1289.090347095207,13.98,0.0,11.24196267,857.9667760547491,91.94409942,17.155500411987298,251.80430603027338,7.818,8686102180.86315,0.0,15.80243968963623,0.0,226.11,208.76399999999998,216.81600000000003,0.0,360.81,656.55,48.599999999999994,222.0,300.0,256.8831249872802,0.0,0.21128305792808522,3741.0,3330.0,42.363787812363,482631.0,149.8360788063558,483687.0,150.1639211936442,966318.0,0.0,0.0,153.60000000000002,0.0,19.5,164.316,18.39027,24.732,437046.0,135.684
0.0,90.12,0.725599683644712,0.08423096,32.0,-1.228356242179872,1760.638192440332,18.364,68.0,14.88581656,1151.24159610074,122.15155028,0.0,0.0,10.34,11569239933.96204,0.0,22.07871627807616,0.0,302.708,280.076,290.604,0.0,468.652,851.672,62.8,316.0,400.0,343.7689516938376,0.0,0.607635438442232,5264.0,4704.0,57.7883384480492,657632.0,199.5618107775128,660520.0,200.4381892224872,1318152.0,0.0,384.8,207.2,31.6,25.6,219.088,0.0,33.136,596172.0,180.912
0.0,89.72,0.60590301883014,0.07890056,32.0,-0.1238995790481568,1593.17531233684,17.828,0.0,14.29210852,1048.234640631224,126.16355132,0.0,0.0,10.22,12015621813.0208,0.0,21.88604164123536,0.0,304.52,282.856,292.98,0.0,451.64,812.26,60.8,328.0,400.0,345.0314164571024,0.0,0.721030473709108,5532.0,4956.0,59.1072336694432,671952.0,199.3573825354016,676284.0,200.642617464598,1348236.0,0.0,0.0,209.6,0.0,27.2,219.016,0.0,33.232,610024.0,180.984
0.0,89.34,0.569879798766988,0.19488292,32.0,0.0817812830209732,1637.33767269978,17.552,0.0,15.03506184,1091.616267391692,124.12578584,0.0,0.0,10.12,12559840816.25688,0.0,20.56792068481444,0.0,305.064,285.4,294.664,0.0,447.48,776.68,58.0,332.0,400.0,346.2990343829632,0.0,0.704757034778596,5788.0,5212.0,60.4450679526524,686480.0,199.1598198950936,692268.0,200.8390196351484,1378752.0,0.0,0.0,212.0,0.0,29.6,218.872,0.0,33.4,624328.0,181.128
144.63,66.291,0.44540354772300905,0.24371049,24.0,-0.47732046246528603,1340.1517409388598,13.751999999999999,0.0,11.613938580000001,842.0991965904661,83.23762893,0.0,0.0,7.473000000000001,9805114288.64064,0.0,15.44318962097169,0.0,229.02299999999997,212.02200000000002,219.93300000000002,0.0,333.54,611.352,41.7,246.0,300.0,260.6791350514245,0.0,0.1457492262125016,4518.0,4077.0,46.339544059623,525822.0,149.23921835752918,531183.0,150.7607816424711,1057005.0,0.0,0.0,160.8,0.0,23.1,163.995,0.0,24.72,479193.0,136.005
0.0,65.127,0.604028237105982,0.14809023000000002,24.0,-0.627737000584602,1292.114509947147,14.100000000000001,0.0,12.029110919999999,879.432663901317,86.90356065,7.70775032043456,122.73791885375971,7.314,10135314582.73893,0.0,16.073219776153557,0.0,229.45800000000003,211.071,219.56099999999998,0.0,329.15999999999997,624.585,39.599999999999994,237.0,300.0,261.6389421341556,0.0,0.1117785349488258,4680.0,4209.0,47.3306882946075,536715.0,149.1409421709447,542895.0,150.85822419700378,1079613.0,0.0,0.0,162.60000000000002,21.9,23.4,163.782,19.02576,22.740000000000002,490209.0,136.218
0.0,64.08,0.580622043568974,0.07823589,24.0,-0.689675197005273,1325.634062446521,14.085,0.0,12.52917909,913.3215619862191,88.32440187,0.0,0.0,7.182,10146779870.72844,0.0,17.042520046234138,0.0,230.00400000000002,211.752,220.197,0.0,323.39099999999996,613.62,37.5,228.0,300.0,262.60433104832396,0.0,0.15656865388154972,4842.0,4335.0,48.309469530907506,547542.0,149.0668721226855,554394.0,150.9323111351898,1101939.0,0.0,291.6,164.39999999999998,0.0,21.6,163.51500000000001,0.0,21.0,501327.0,136.48499999999999
0.0,63.387,0.5802522035877841,0.32762772,24.0,-0.917411774396895,1234.674285013125,14.136,0.0,11.85178971,848.810776660347,88.92994881,0.0,0.0,7.08,9974800550.88561,0.0,17.70753049850463,0.0,230.535,212.19299999999998,220.68599999999998,0.0,317.019,604.944,35.400000000000006,219.0,300.0,263.57556534565106,0.0,0.09121054597198949,5001.0,4464.0,49.2800964489258,558318.0,149.00678688953369,565764.0,150.99401376593642,1124079.0,0.0,0.0,0.0,0.0,21.0,163.197,0.0,19.799999999999997,512592.0,136.803
0.0,63.045,0.54902952600147,0.059289869999999995,24.0,-0.508309543132782,1278.336425032509,14.22,0.0,11.94462777,877.3436427388499,86.60906982,0.0,0.0,7.035,10084867315.58502,0.0,18.22496938705443,0.0,231.063,212.52,221.109,0.0,309.53700000000003,597.201,33.599999999999994,207.0,0.0,264.553248238419,0.0,-0.0066666144412010995,5148.0,4596.0,50.249802718106096,569121.0,148.95881863342981,577077.0,151.04118136657019,1146198.0,0.0,0.0,0.0,0.0,20.1,162.828,0.0,23.442,524088.0,137.172
0.0,56.658,0.603120771232083,0.10674054000000001,24.0,-0.573212787508965,1355.208247613022,14.181000000000001,0.0,12.26324415,912.553961977803,89.3411808,0.0,0.0,6.318,10538892719.97018,0.0,17.723250389099128,0.0,231.74099999999999,213.18599999999998,221.793,0.0,299.718,583.908,31.799999999999997,180.0,0.0,264.5955109574913,0.0,0.1858031563460826,5301.0,4719.0,51.174265672950604,579453.0,148.9232706665466,587832.0,151.0767293334534,1167285.0,0.0,0.0,0.0,0.0,20.4,162.402,17.13963,27.150000000000002,535386.0,137.598
0.0,53.643,0.642111997535703,0.28087974,24.0,-0.5800480842590341,1308.687972614019,15.732,0.0,14.924835210000001,940.26697964511,81.84536360999999,23.64767932891845,156.4939155578613,5.997,9126369239.66085,0.0,15.456570625305181,0.0,229.87800000000001,208.69199999999998,218.562,0.0,397.12800000000004,718.524,30.299999999999997,165.0,0.0,264.6428300619225,0.0,1.555836439132689,5508.0,4857.0,51.94050854888221,588333.0,148.97485826279188,596430.0,151.02514173720812,1184763.0,0.0,0.0,0.0,0.0,22.200000000000003,161.925,0.0,32.364000000000004,545286.0,138.075
0.0,53.928,0.0,0.0,24.0,-0.9900687038898479,0.0,19.058999999999997,43.5,0.0,0.0,0.0,0.0,0.0,6.029999999999999,10515503532.471539,0.0,17.56947040557861,0.0,222.99599999999998,201.357,211.41,0.0,467.178,832.5899999999999,28.799999999999997,159.0,0.0,264.69519559761,0.0,0.8171457052230839,5694.0,4932.0,52.61258220078899,596400.0,149.0884456454625,603693.0,150.9115543545375,1200093.0,0.0,0.0,0.0,0.0,0.0,161.397,0.0,30.869999999999997,554454.0,138.603
0.0,0.0,0.0,0.0,24.0,-0.711085751652717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11790902168.42616,0.0,13.419150352478042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.7532337994461,0.0,1.279049277305604,5787.0,4929.0,0.0,604575.0,149.1775893720762,611241.0,150.82241062792409,1215816.0,0.0,0.0,0.0,0.0,0.0,160.812,0.0,29.061,564090.0,139.188
0.0,99.376,0.793679416576708,0.0,0.0,0.0,0.0,28.632,0.0,0.0,0.0,0.0,0.0,0.0,11.62,6270498826861.96,242.0,0.0,0.0,276.164,252.396,263.94,0.0,620.128,979.44,210.8,390516.0,355.9813223810056,0.0,0.0,0.0,2002724.0,1615724.0,72.1243941833948,303119976.0,201.1327212905016,299705808.0,198.8672787094988,602825784.0,142.8,0.0,154.0,0.0,0.0,104.312,0.0,0.0,445620876.0,295.688
0.0,96.592,0.788971236316784,0.0,0.0,0.0,0.0,28.272,0.0,0.0,0.0,0.0,0.0,0.0,11.26,6335222262711.28,0.0,0.0,0.0,277.34,253.768,265.24,0.0,612.0,969.544,202.4,374364.0,0.0,0.0,0.0,0.0,2105788.0,1674144.0,73.3830469458516,308516732.0,201.2024812496468,304829044.0,198.7975161417104,613345780.0,0.0,0.0,157.2,0.0,0.0,101.24,0.0,25.464,458107964.0,298.76
0.0,93.504,0.7846333707321,0.0,0.0,0.0,0.0,27.804,0.0,0.0,0.0,0.0,0.0,0.0,10.876,6300754089088.6,212.8,0.0,0.0,279.1,255.196,266.832,0.0,597.34,959.984,193.2,356812.0,0.0,0.0,0.0,0.0,2210636.0,1733220.0,74.6102793205188,313783392.0,201.271200742472,309819768.0,198.728799257528,623603160.0,142.4,0.0,160.0,0.0,0.0,98.224,0.0,25.68,470471168.0,301.776
0.0,69.066,0.5673568743623789,0.0,0.0,0.0,0.0,20.565,0.0,0.0,0.0,0.0,0.0,0.0,8.016,4958285021904.09,180.3,0.0,0.0,210.54000000000002,192.57,201.327,0.0,439.04400000000004,711.8100000000001,138.0,259101.0,0.0,0.0,0.0,0.0,1738653.0,1345140.0,56.869426092408006,239252706.0,151.0044084268029,236069919.0,148.9955915731974,475322625.0,103.80000000000001,0.0,122.39999999999999,0.0,0.0,71.457,0.0,18.09,362105529.0,228.543
0.0,67.758,0.5424254972261761,0.0,0.0,0.0,0.0,20.22,0.0,0.0,0.0,0.0,0.0,0.0,7.851,5248487016424.0205,0.0,0.0,0.0,211.938,193.911,202.704,0.0,427.995,702.459,130.5,250476.0,0.0,0.0,0.0,0.0,1821732.0,1391988.0,57.780967535839196,243167331.0,151.0539309389028,239774088.0,148.94607092467712,482941416.0,0.0,0.0,124.5,0.0,0.0,69.291,0.0,19.41,371396436.0,230.709
0.0,66.957,0.552794468229879,0.0,0.0,0.0,0.0,20.055,0.0,0.0,0.0,0.0,0.0,0.0,7.737,5470172276879.04,178.8,13.70448017120361,0.0,213.267,194.715,203.757,0.0,418.41600000000005,701.352,123.30000000000001,244110.0,268.47413004458133,0.0,0.0,0.0,1906401.0,1438188.0,58.690807284874495,247080435.0,151.105366097544,243465546.0,148.89463206776549,490545984.0,78.9,0.0,126.60000000000001,0.0,0.0,67.17,0.0,21.27,380712738.0,232.82999999999998
0.0,65.538,0.5776360081510561,0.0,0.0,-0.0557385943830012,0.0,19.692,0.0,0.0,0.0,0.0,0.0,0.0,7.548,5591000945797.439,179.7,0.0,0.0,214.776,196.12800000000001,205.22700000000003,0.0,406.428,690.558,116.10000000000001,235629.0,0.0,0.0,0.0,-0.661380395293236,1992195.0,1483341.0,59.5959586702305,250978683.0,151.1581747363701,247132683.0,148.8418252636299,498111366.0,80.4,266.4,129.0,18.299999999999997,0.0,65.094,0.0,24.089999999999996,390031161.0,234.906
0.0,64.431,0.588798499735038,0.0,0.0,0.0,0.0,19.464000000000002,0.0,0.0,0.0,0.0,0.0,0.0,7.395,5780806817000.22,179.39999999999998,0.0,0.0,216.09,197.22899999999998,206.43900000000002,0.0,396.933,684.165,109.19999999999999,228135.0,0.0,0.0,0.0,0.0,2079933.0,1529169.0,60.496727860504805,254860317.0,151.21049917635,250779804.0,148.78950082365,505640121.0,81.0,0.0,131.10000000000002,0.0,0.0,62.85600000000001,0.0,27.0,399698403.0,237.144
0.0,63.17999999999999,0.5993668543038331,0.0,24.0,0.1244259774684906,0.0,19.287,0.0,0.0,0.0,0.0,0.0,0.0,7.226999999999999,5800351603521.33,178.8,14.269979953765862,0.0,217.296,198.27299999999997,207.56699999999998,0.0,388.50899999999996,678.432,102.89999999999999,220266.0,0.0,0.0,0.0,-1.018517374992372,2170656.0,1576320.0,61.391578987669504,258720108.0,151.2630989684718,254399304.0,148.7369010315282,513119412.0,77.1,0.0,133.5,0.0,0.0,60.657000000000004,0.0,30.450000000000003,409371798.0,239.34300000000002
0.0,81.78,0.812375648975416,0.0,32.0,0.0,0.0,25.544,0.0,0.0,0.0,0.0,0.0,0.0,9.324,7769991503549.28,236.0,15.20248031616212,0.0,291.252,265.524,278.096,0.0,507.224,900.792,129.2,279940.0,0.0,0.0,0.0,0.0,3022216.0,2167416.0,83.0262623023784,350019444.0,201.756266825502,343925680.0,198.243733174498,693945124.0,106.8,0.0,180.8,0.0,0.0,78.016,0.0,44.52,558598068.0,321.984
0.0,79.364,0.793129988767028,2.56126928,32.0,0.0529551357030868,3002.1067408739,25.596,0.0,13.88058184,1249.943801998096,232.18499756,0.0,0.0,9.02,8110934802796.68,0.0,15.79572010040284,0.0,293.724,265.048,278.948,345.4715270996092,485.56,921.668,121.6,262492.0,363.1656190929816,292.5151953312812,304.1284016572712,0.73640650510788,3165216.0,2230544.0,84.168831821434,354997560.0,201.8479850201612,348497320.0,198.1520149798388,703494880.0,0.0,0.0,184.0,0.0,0.0,75.232,34.85928,42.12,571181564.0,324.768
0.0,77.084,0.778935708196752,2.80355932,32.0,0.0,3148.99537386036,25.212,0.0,14.051939,1293.900370228768,234.50848388,0.0,151.0,8.732,8223668393704.68,233.6,15.37872028350832,0.0,295.876,266.576,280.78,0.0,467.356,909.896,114.4,244992.0,0.0,296.1516315368768,306.3901026028656,0.0,3329836.0,2294920.0,85.2878181030708,359914652.0,201.9588424634832,352932872.0,198.0411575365168,712847524.0,94.4,0.0,186.8,0.0,42.8,73.788,0.0,42.6,581348540.0,326.212
0.0,74.296,0.740483165693176,2.8694482,32.0,0.327769249677658,3311.169763206368,25.316,0.0,14.7454052,1403.50898879096,229.1886444,0.0,156.8800048828124,8.412,8474774971524.72,232.4,15.00148010253908,0.0,296.756,267.38,281.64,0.0,462.288,909.392,107.2,226388.0,0.0,299.7119339113344,307.938556433846,1.311201095581056,3511564.0,2367760.0,86.3716975307904,364692420.0,202.0717634524372,357214320.0,197.9282365475628,721906740.0,91.2,0.0,189.6,0.0,37.2,72.48,0.0,42.56,591097240.0,327.52
0.0,71.4,0.702261431149452,2.12951352,32.0,0.360956072807312,3174.077173069652,25.252,0.0,14.03817748,1360.309240582928,227.7849884,0.0,163.3600006103516,8.092,8571457661936.24,230.4,0.0,0.0,297.68,268.824,282.88,0.0,456.236,897.096,100.4,208220.0,0.0,303.250561085998,309.0638741507852,0.01685573719441892,3705956.0,2449868.0,87.4018755369016,369242684.0,202.181538493516,361274424.0,197.8184593162548,730517112.0,94.4,387.2,192.4,0.0,31.6,71.188,0.0,44.68,600506980.0,328.812
0.0,70.528,0.68350065143084,2.54680108,32.0,-0.1090748459100724,3381.551688933588,25.032,0.0,13.86770152,1442.9173684979,227.19622804,0.0,168.4400024414064,8.008,9065170592114.28,226.0,15.8979196548462,0.0,299.664,270.148,284.524,354.4649658203124,438.624,887.096,94.0,196380.0,0.0,306.7661486230336,310.1668423207756,-1.103971242904664,3918416.0,2541168.0,88.4034213353688,373673848.0,202.2897981915456,365214320.0,197.7101996430388,738888172.0,89.2,388.8,195.2,0.0,27.2,69.916,0.0,40.28,609737908.0,330.084
0.0,52.005,0.48626715808772103,2.1151910999999997,24.0,-0.461244419217111,2639.514131967201,18.317999999999998,0.0,10.03575684,1098.868284872253,174.90330504000002,0.0,129.3900032043456,5.922,7016586994542.24,168.89999999999998,13.43724060058593,0.0,226.20600000000002,204.75599999999997,215.25900000000001,0.0,315.882,638.847,66.0,138390.0,269.3522492349309,232.6943742584109,233.4359047670301,-0.7901392579078679,3114060.0,1982625.0,67.0474533807762,283546899.0,151.7938682144148,276845103.0,148.2061317855852,560392002.0,62.400000000000006,292.20000000000005,148.5,0.0,19.5,51.498000000000005,24.827370000000002,31.650000000000002,464195112.0,248.502
0.0,50.556,0.459118734420192,2.22635865,24.0,-0.361439689993857,2871.370470162165,18.369,0.0,10.62391878,1232.604490154553,170.89944078,0.0,135.75,5.781000000000001,7294583379179.37,166.8,14.61180067062378,0.0,226.995,205.635,216.11100000000002,268.8456802368165,309.144,631.6379999999999,62.099999999999994,128829.0,0.0,235.2987331546944,234.2313879136401,-0.8847333490848539,3300678.0,2065878.0,67.773696779427,286749954.0,151.8636364209297,279712092.0,148.1363635790703,566462046.0,55.199999999999996,293.4,150.60000000000002,0.0,18.6,50.571,0.0,29.07,470973540.0,249.429
0.0,49.116,0.44271672194855094,2.34650106,24.0,-0.25196635723114025,3077.4673846163705,18.357,0.0,10.45388103,1307.491781291217,172.29697038,0.0,141.75,5.643,7737355151599.471,164.7,14.922779560089118,0.0,227.64,206.868,217.09499999999997,270.02810668945324,303.297,618.0,58.5,120132.0,0.0,237.8879341130712,235.0117977678858,-1.0738442838192,3495660.0,2153202.0,68.4767614564962,289849302.0,151.9289931080787,282489057.0,148.0710068919213,572338359.0,51.900000000000006,290.1,152.39999999999998,19.200000000000003,16.799999999999997,49.656,0.0,27.839999999999996,477604914.0,250.344
0.0,31.886,0.292026867351782,1.68242168,16.0,0.00687473639845848,2125.94017412076,12.212,0.0,7.00883722,929.961260480504,112.4058609,0.0,98.5800018310546,3.684,5421007430279.04,108.0,10.53767967224122,0.0,152.268,138.756,145.43,180.0732421875,197.174,402.044,36.8,74948.0,0.0,160.308157957026,157.1849056201108,-0.62684941291809,2466198.0,1497646.0,46.1041133553638,195225142.0,101.3249568177456,190119492.0,98.6750431822544,385344634.0,30.6,0.0,103.0,0.0,10.2,32.502,0.0,16.54,322722278.0,167.498
0.0,31.43,0.272156441667992,1.65008568,16.0,-0.159971222281456,2220.60624984872,12.31,0.0,7.41484022,980.692249763034,111.37529754,0.0,100.2399978637696,3.65,5414187152293.7,107.4,10.92710018157958,0.0,152.598,139.328,145.896,180.596420288086,193.404,395.388,35.0,71080.0,0.0,162.0130537675066,157.684411391059,0.327328443527222,2605126.0,1561104.0,46.5456546552224,197163364.0,101.360193470256,191871734.0,98.639806529744,389035098.0,28.8,196.4,104.2,0.0,8.6,31.912,0.0,18.84,326960658.0,168.088
0.0,30.984,0.284345695492926,0.61747158,16.0,0.0876127183437348,2264.8423214281,12.398,0.0,7.1540265,1019.66039241266,109.46560668,0.0,101.2303771972656,3.62,5821779387335.82,0.0,11.29759979248046,0.0,153.184,139.688,146.364,180.7583618164062,188.174,391.896,33.4,67674.0,181.8762465885136,163.708414408176,158.1743675104182,0.0269518215209246,2745882.0,1622858.0,46.9849732117432,199093334.0,101.3953619933584,193613650.0,98.6046380066416,392706984.0,0.0,0.0,105.4,0.0,7.4,31.33,17.26262,16.068,331189434.0,168.67
167.57999999999998,45.927,0.42243089111252097,0.7896933899999999,24.0,0.505147263407706,3502.15283556912,18.849,30.299999999999997,10.39703823,1558.4284721268718,165.48528672,0.0,160.4700050354004,5.4,9079742296410.871,158.7,17.21223020553588,0.0,229.95299999999997,210.267,220.029,274.2337188720702,280.60200000000003,579.033,48.0,97266.0,275.78512376575077,248.1017285590452,237.98967924723,-0.397726267576218,4330731.0,2526315.0,71.134954188372,301527855.0,152.1444082669662,293028048.0,147.8555902192989,594555906.0,37.2,0.0,160.2,0.0,9.600000000000001,46.107,0.0,22.740000000000002,503178609.0,253.893
0.0,44.817,0.454454912589105,0.9169925400000001,24.0,-0.1405626945197583,3480.0569579435705,19.02,0.0,10.06389714,1509.0155923136972,169.54086684,0.0,163.5600013732911,5.301,9254180124978.898,160.2,17.56530046463013,0.0,230.607,210.86100000000002,220.656,274.0135574340819,274.64099999999996,571.872,46.2,92448.0,260.48769075122095,250.62667241328722,238.7036013780879,0.1378849223256111,4542576.0,2620614.0,71.7783048620865,304352454.0,152.1931912140588,295580667.0,147.8068087859412,599933121.0,33.599999999999994,0.0,162.0,0.0,9.0,45.231,0.0,21.75,509481204.0,254.769
0.0,44.07,0.46604456415322204,0.8472848700000001,42.0,-0.2930992394685744,3717.6683199114004,18.93,0.0,10.65341877,1655.0857133011739,166.23780441,0.0,167.2799949645996,5.244,9532251827245.5,158.10000000000002,17.5165500640869,0.0,231.36,212.235,221.75400000000002,274.4527130126952,267.414,552.5550000000001,44.7,88728.0,256.00414126363023,253.1355426622194,241.14924267989727,-0.775659888982773,4757526.0,2722035.0,72.40430299085669,307099137.0,152.23896834098218,298066161.0,147.7610301718209,605165301.0,30.0,0.0,163.8,0.0,8.399999999999999,44.373000000000005,0.0,21.21,515655300.0,255.627
204.36,44.259,0.48157493491220404,1.1190264600000002,42.0,-1.097237706184386,3945.8577189095995,18.816000000000003,0.0,11.09659194,1738.2587696437467,167.42774964,0.0,168.75,5.301,9580290157503.24,156.0,17.84544038772582,0.0,232.296,213.573,222.918,275.1882934570314,258.45000000000005,533.472,43.8,87231.0,231.34941926682058,255.6319243323441,243.5844083383227,-0.21087040007114402,4977150.0,2835402.0,73.02808399955009,309823395.0,152.2775621603595,300555558.0,147.7224393141342,610378950.0,27.599999999999998,0.0,165.89999999999998,0.0,7.5,43.524,0.0,20.28,521825172.0,256.476
0.0,44.181,0.482968723021563,0.8686234800000001,42.0,-1.372118532657624,3927.03232838853,19.299,0.0,11.56154751,1698.695384658234,169.99021911,0.0,172.4700050354004,5.3309999999999995,9240595736184.602,155.7,18.72317934036255,0.0,232.716,213.37199999999999,222.99599999999998,276.1436920166016,253.902,535.4939999999999,42.900000000000006,85878.0,224.7832545929283,258.1138782712806,246.0073850514795,-0.995593339204788,5198124.0,2952723.0,73.6485168949071,312538545.0,152.3179877712756,303026067.0,147.6820107666519,615564615.0,29.700000000000003,291.6,167.7,0.0,7.5,42.69,24.588060000000002,25.68,527969769.0,257.31
0.0,42.153,0.456341921693442,0.95165151,42.0,-1.336352795362473,3908.2452791675096,19.614,0.0,11.84531094,1683.0008713664702,170.58860778,46.0355386734009,180.2700004577637,5.127000000000001,8937881498079.45,159.89999999999998,18.942120552063,0.0,233.54399999999998,213.276,223.32599999999996,278.42532348632824,245.829,535.497,45.3,87666.0,203.8576775261967,260.5807298811486,248.2297806314745,-1.143105179071425,5426331.0,3072882.0,74.24842536736651,315195564.0,152.3717523971745,305383170.0,147.6282476028255,620578734.0,33.0,0.0,169.5,0.0,7.5,41.874,0.0,35.22,533958354.0,258.126
140.08,28.318,0.301907374673396,0.50702948,28.0,-1.118671536445618,2742.46899942488,12.986,0.0,7.9062934,1144.662257646096,116.39076232,31.469160079956,121.2799987792968,3.472,6037411977669.78,106.6,12.64095973968506,0.0,156.064,143.27,149.654,186.1516418457032,160.074,340.984,27.6,54696.0,136.270060115161,175.3559185638758,167.2103099582212,-0.960187911987304,3779234.0,2141548.0,49.892669900241,211875896.0,101.6167174152596,205134022.0,98.3832816255306,417009920.0,22.4,0.0,0.0,0.0,5.0,27.382,0.0,25.86,359917092.0,172.618
0.0,28.266,0.275767008375698,0.6727488,28.0,-0.961212575435638,2833.86050872708,13.032,0.0,7.77847528,1164.484912169908,117.64548492,33.0867805480958,123.620002746582,3.498,6145099288378.38,107.8,12.17702007293702,0.0,156.532,143.912,150.218,186.4550018310546,155.39,330.864,27.0,54286.0,0.0,176.9810878068996,168.8000776461384,-0.919280290603638,3949678.0,2249878.0,50.2902779805076,213624288.0,101.6452167621388,206708898.0,98.3547841894872,420333184.0,22.2,0.0,0.0,0.0,5.0,26.862,0.0,24.92,363878234.0,173.138
0.0,27.266,0.267935458763878,0.584984,28.0,-0.815358579158782,2941.63155659662,13.144,0.0,7.83403778,1198.443659876542,118.22666932,0.0,125.9800033569336,3.406,6220117297729.62,107.0,11.92693996429444,0.0,156.938,144.406,150.676,0.0,151.252,322.826,26.8,51630.0,0.0,178.597591855968,170.381851794221,-1.428787231445312,4128148.0,2367150.0,50.6770353212556,215326160.0,101.6730729289646,208239596.0,98.3269270710354,423565756.0,22.0,0.0,0.0,19.8,5.2,26.352,15.34992,24.1,367756732.0,173.648
0.0,39.233999999999995,0.39110934959507704,0.63638658,42.0,-1.286805063486099,4588.31936478261,22.259999999999998,0.0,13.8454671,2053.328785770714,165.31004334,0.0,195.59999084472662,4.947,9024448585537.95,146.7,17.31450033187866,0.0,232.125,212.10000000000002,222.027,0.0,286.356,569.052,39.3,72810.0,0.0,270.2354294404704,257.7648536507592,-1.336821734905242,6426789.0,3713307.0,76.5228761422995,325251045.0,152.5594200732486,314337864.0,147.4405785195975,639588912.0,18.9,0.0,0.0,0.0,12.299999999999999,38.781,0.0,41.79,556909254.0,261.219
252.12,38.649,0.0,0.0,42.0,-1.496393054723739,0.0,24.978,26.400000000000002,0.0,0.0,0.0,0.0,198.7199935913085,4.923,9474664761783.78,158.7,0.0,0.0,228.027,208.68,218.25,0.0,363.714,653.127,38.7,70173.0,0.0,272.4329557183608,259.932099347982,-1.259089618921281,6630624.0,3846405.0,76.9284397006989,327104793.0,152.6200520036226,315873876.0,147.3799479963774,642978669.0,35.099999999999994,0.0,0.0,0.0,0.0,38.049,0.0,40.019999999999996,561429684.0,261.95099999999996
0.0,0.0,0.0,0.0,42.0,-1.698189139366149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9749480313889.44,0.0,0.0,0.0,0.0,0.0,0.0,284.0700073242186,0.0,0.0,0.0,0.0,0.0,272.6504981063469,261.7761464156853,-0.9943976998329149,6838305.0,3969903.0,0.0,328741413.0,152.6803549492284,317199081.0,147.3196450507716,645940494.0,0.0,0.0,0.0,0.0,0.0,37.335,0.0,28.383000000000003,565553199.0,262.665
