Account ownership at a financial institution or with a mobile-money-service provider (% of population ages 15+),"Birth rate, crude (per 1,000 people)",CO2 emissions (kg per PPP $ of GDP),Capital health expenditure (% of GDP),"Compulsory education, duration (years)",Control of Corruption: Estimate,"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Domestic general government health expenditure (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Fertility rate, total (births per woman)","GDP, PPP (constant 2017 international $)",Gini index,"Government expenditure on education, total (% of GDP)","Infant and young child feeding practices, all 3 IYCF (% children ages 6-23 months)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Literacy rate, adult total (% of people ages 15 and above)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)",Number of neonatal deaths,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,"Population ages 80 and above, female","Population ages 80 and above, male",Population density (people per sq. km of land area),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Poverty gap at $6.85 a day (2017 PPP) (%),Pregnant women receiving prenatal care (%),Prevalence of overweight (% of adults),"Prevalence of overweight, weight for height (% of children under 5)",Prevalence of undernourishment (% of population),Rural population (% of total population),"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)","Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population)
0.0,115.888,1.212252992816996,0.0,0.0,0.0,0.0,21.992,0.0,0.0,0.0,0.0,0.0,0.0,14.364,361460184924.4772,0.0,0.0,0.0,293.336,268.048,280.468,0.0,534.04,851.92,154.8,26592.0,0.0,0.0,0.0,0.0,174436.0,101460.0,157.6971824880796,21775040.0,199.5106934786556,21881848.0,200.4893065213444,43656888.0,0.0,0.0,163.2,0.0,0.0,175.096,0.0,18.356,24546520.0,224.904
0.0,114.088,1.16868713365052,0.0,0.0,0.0,0.0,21.872,0.0,0.0,0.0,0.0,0.0,0.0,14.096,368592582640.8972,0.0,0.0,0.0,294.132,269.032,281.38,0.0,529.148,846.84,147.2,25912.0,0.0,0.0,0.0,0.0,189696.0,110020.0,160.8557867360208,22213996.0,199.5359490386496,22317320.0,200.4640509613504,44531316.0,0.0,0.0,166.0,0.0,0.0,173.04,0.0,18.46,25267068.0,226.96
0.0,112.516,1.217369869805452,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,13.844,384288178016.9992,213.6,0.0,0.0,295.816,270.628,283.028,0.0,512.14,833.072,139.6,25164.0,0.0,0.0,0.0,0.0,204616.0,118652.0,163.95971680393,22645400.0,199.5602262036236,22745208.0,200.4397737963764,45390608.0,129.6,298.8,168.8,0.0,0.0,170.984,0.0,17.96,25987940.0,229.016
0.0,110.712,1.297183387254104,0.0,0.0,0.0,0.0,21.32,0.0,0.0,0.0,0.0,0.0,0.0,13.612,392944456660.4596,0.0,7.99056005477904,0.0,296.912,271.8,284.164,0.0,502.868,825.892,132.0,24276.0,399.9571434146968,0.0,0.0,0.0,218796.0,127160.0,167.0522034388096,23075196.0,199.5833651554016,23171532.0,200.4166002475592,46246732.0,0.0,0.0,171.6,0.0,0.0,168.936,0.0,18.528,26714888.0,231.064
0.0,109.036,1.436536083101076,0.0,0.0,-2.739495277404784,0.0,21.1,0.0,0.0,0.0,0.0,0.0,0.0,13.38,399749262521.9624,0.0,0.0,0.0,298.164,273.108,285.448,0.0,493.58,818.112,124.4,23324.0,0.0,0.0,0.0,-3.080132961273192,232252.0,135548.0,170.1375668256032,23503920.0,199.6049161200456,23596964.0,200.3950838799544,47100884.0,0.0,0.0,174.4,0.0,0.0,166.892,0.0,18.732,27448984.0,233.108
0.0,107.184,1.407519884211448,0.0,0.0,0.0,0.0,20.888,0.0,0.0,0.0,0.0,0.0,0.0,13.152,417049870000.288,0.0,0.0,0.0,299.428,274.396,286.724,0.0,484.272,811.04,117.2,22124.0,0.0,0.0,0.0,0.0,244976.0,143740.0,173.209622886866,23930668.0,199.624552817614,24020684.0,200.375447182386,47951352.0,0.0,0.0,177.2,0.0,0.0,164.86,0.0,18.152,28188204.0,235.14
0.0,105.644,1.321700696127844,0.0,40.0,-3.16737914085388,0.0,20.628,0.0,0.0,0.0,0.0,0.0,0.0,12.912,430672926632.136,0.0,8.78147983551024,0.0,300.836,275.888,288.18,0.0,474.988,802.336,110.4,20740.0,0.0,0.0,0.0,-0.649553298950196,257208.0,151864.0,196.4840231921404,24355844.0,199.6430893793804,24442932.0,200.35694340833,48798772.0,0.0,275.2,180.0,0.0,0.0,162.836,0.0,18.488,28933280.0,237.164
0.0,77.77799999999999,0.9063887315121539,0.0,30.0,0.0,0.0,15.222,0.0,0.0,0.0,0.0,0.0,0.0,9.498,307696256356.701,175.8,4.64202010631562,0.0,226.85399999999998,208.19100000000003,217.38899999999998,0.0,348.204,592.818,78.30000000000001,14553.0,0.0,0.0,0.0,0.0,202107.0,120231.0,149.92808020615232,18586548.0,149.7460450920018,18649590.0,150.2539549079982,37236138.0,108.0,0.0,137.10000000000002,7.800000000000001,0.0,120.612,0.0,15.567,22265721.0,179.388
0.0,76.206,0.894466675903953,0.24983226000000003,30.0,-2.39888870716095,586.035124164885,15.020999999999999,0.0,2.8830721500000003,169.0716130618824,205.09215546000001,0.0,0.0,9.306,311055688897.074,169.2,3.45279014110566,0.0,227.892,209.39700000000002,218.517,0.0,341.322,583.863,74.1,13665.0,299.95743036482577,210.8309508172179,174.6091456582512,-1.716854810714721,211542.0,126978.0,152.5186060557255,18909363.0,149.7592564594467,18970158.0,150.2407435405533,37879521.0,128.39999999999998,0.0,139.2,0.0,0.0,119.10300000000001,12.514589999999998,14.399999999999999,22840971.0,180.897
0.0,74.73599999999999,0.924890193157926,0.28150242,30.0,0.0,689.9143167022889,14.805,0.0,3.76532613,230.70427514502506,193.80136872,0.0,124.5,9.111,323546534144.784,0.0,0.0,0.0,228.98699999999997,210.69299999999998,219.71999999999997,272.9520950317383,333.552,572.877,70.5,12888.0,0.0,213.6175940781081,176.2740713853981,0.0,221193.0,134124.0,155.16412868416802,19238886.0,149.7711614811108,19297677.0,150.2288385188892,38536563.0,0.0,0.0,141.0,0.0,63.0,117.60300000000001,0.0,12.75,23429844.0,182.397
0.0,73.38,0.871998726281646,0.33550473,30.0,-2.60478311777115,854.5298319575579,14.625,0.0,4.23850215,269.88639324249004,202.07970429,0.0,0.0,8.916,336801513036.159,0.0,0.0,0.0,229.98899999999998,211.926,220.839,0.0,326.85299999999995,562.0319999999999,67.5,12225.0,0.0,216.24461376332582,177.79968116828638,-2.279162764549254,231066.0,141696.0,157.88302061523598,19577388.0,149.7817584475215,19634439.0,150.2182415524785,39211827.0,0.0,0.0,143.10000000000002,0.0,68.1,116.64599999999999,0.0,14.697,23965485.0,183.354
0.0,72.05699999999999,0.849106272395115,0.56661732,30.0,-2.18437260389328,1068.579803059479,14.463,0.0,5.0041623,327.615890077749,206.32287596999998,0.0,124.10999679565441,8.733,345972205105.14,160.5,0.0,0.0,230.99099999999999,213.09300000000002,221.92499999999998,0.0,319.581,551.55,64.5,11640.0,0.0,218.7702296535651,179.2326305459823,-2.883169770240783,241236.0,149679.0,160.6681913351586,19924101.0,149.7919358156388,19979454.0,150.20808673874458,39903552.0,84.6,0.0,144.89999999999998,0.0,68.1,116.05199999999999,0.0,16.98,24467262.0,183.948
0.0,94.388,1.081775584418524,0.88998688,40.0,-2.90667963027954,1591.985774876804,19.152,0.0,6.93047668,495.510599947208,270.7857666,0.0,0.0,11.412,499173406979.344,215.6,0.0,0.0,309.14,285.4,297.116,0.0,417.736,723.724,82.8,14848.0,0.0,295.0426055267572,240.8857696937704,-3.371641397476196,335732.0,210680.0,217.9834594942824,27033552.0,199.7367190871568,27104816.0,200.2632513589436,54138372.0,115.2,336.8,196.0,21.2,90.8,153.944,0.0,20.0,33302680.0,246.056
0.0,92.8,1.07390348133638,0.88532536,40.0,-2.943515777587892,1707.298685031852,19.12,0.0,6.73104716,513.561602552624,277.26684572,0.0,170.1600036621092,11.2,525586210729.476,212.4,0.0,0.0,310.136,286.296,298.056,0.0,410.232,716.064,80.0,14236.0,399.9960769753404,299.45611385517,242.7920286981348,-3.175847291946412,350480.0,222148.0,221.7750362377196,27506044.0,199.753231878084,27574004.0,200.246768121916,55080048.0,94.0,0.0,198.4,0.0,89.6,153.156,15.04544,15.12,33990448.0,246.844
0.0,91.592,1.065212664765248,0.98970128,40.0,-3.1363844871521,1840.196154461748,19.176,0.0,7.27026556,586.474077242912,268.73983764,0.0,171.5599975585936,11.012,548730538451.524,209.2,0.0,0.0,310.988,286.856,298.756,0.0,403.464,711.776,76.8,13672.0,0.0,303.8699784155384,244.6956229841164,-3.415301322937012,366028.0,233872.0,225.625076501852,27986444.0,199.7738749228088,28049800.0,200.2261250771912,56036244.0,78.8,0.0,200.8,20.8,91.2,152.372,0.0,14.2,34690356.0,247.628
0.0,90.548,1.032122793790584,1.02034188,40.0,-2.982529401779176,1777.24060132722,19.268,0.0,8.1823082,680.825832557416,244.82510376,40.6603202819824,172.6000061035156,10.844,560748088278.86,213.6,0.0,0.0,311.788,287.328,299.376,368.3871459960936,396.676,707.864,74.0,13160.0,0.0,308.2857285514632,246.5985527199732,-3.263948917388916,382448.0,245740.0,229.5351103237236,28475060.0,199.7992539206356,28532280.0,200.2007460793644,57007340.0,77.2,0.0,203.2,0.0,88.4,151.584,0.0,12.56,35403840.0,248.416
0.0,67.137,0.738651526607346,0.73457085,30.0,-1.9641174674034119,1430.808946565262,14.541,0.0,6.29739189,558.538870054035,181.56096267,29.33589076995849,129.4500045776367,8.024999999999999,447296682440.427,149.39999999999998,0.0,0.0,234.348,215.83499999999998,224.949,277.1701583862306,292.593,527.121,53.099999999999994,9474.0,0.0,234.52639188103797,186.3741384929373,-2.186047196388246,299667.0,193179.0,175.1102874859077,21726612.0,149.8718096142204,21763779.0,150.1281903857796,43490391.0,54.300000000000004,0.0,154.2,0.0,63.900000000000006,113.10000000000001,0.0,11.76,27094515.0,186.89999999999998
0.0,66.426,0.794542138930992,1.2176583300000001,30.0,-2.233723282814025,1510.976304511692,14.568,0.0,7.143210419999999,631.2921880893091,173.28330231,29.91681003570558,129.3599967956544,7.928999999999999,449830580538.195,145.5,13.02726030349731,0.0,234.92400000000004,216.462,225.552,276.7492904663085,286.752,518.5889999999999,51.0,9108.0,0.0,237.8387958772101,187.7973734240898,-2.021027326583862,312729.0,201915.0,178.0814060235144,22098789.0,149.8958133093885,22129509.0,150.1041866906115,44228298.0,53.400000000000006,0.0,156.0,0.0,48.0,112.51500000000001,0.0,13.830000000000002,27640476.0,187.48499999999999
0.0,65.676,0.818945385044691,1.15273233,45.0,-2.123233079910279,1670.4350151000658,14.556000000000001,0.0,8.50432635,774.1758587524321,155.92334748,30.8093690872191,134.3399963378907,7.845000000000001,465688452006.39307,146.39999999999998,13.52229022979736,0.0,235.464,217.374,226.29000000000002,275.5621261596681,280.27200000000005,504.927,48.900000000000006,8757.0,299.9991524758545,241.15203659306368,189.2193768259146,-1.7600233554840092,325752.0,210486.0,181.062791914962,22472199.0,149.91875358790801,22496556.0,150.08124641209199,44968755.0,46.2,0.0,157.5,0.0,36.900000000000006,111.93,12.361530000000002,12.27,28190913.0,188.07
110.22,65.10600000000001,0.7406141549491829,1.1281683,45.0,-1.9251244068145739,1916.307938794344,14.477999999999998,19.799999999999997,9.19640778,906.907908484119,157.38673782,28.86411094665528,136.1400032043456,7.788,502329475654.27795,137.7,14.18067026138307,0.0,236.02499999999998,218.637,227.22899999999998,274.7606964111327,272.89799999999997,485.70300000000003,46.8,8436.0,299.9912780001375,244.45149081274377,190.61554561081348,-2.059672594070436,338538.0,219051.0,184.0601707199226,22847016.0,149.9371559854593,22866168.0,150.0628440145407,45713184.0,39.599999999999994,0.0,159.3,0.0,25.200000000000003,111.447,0.0,10.379999999999999,28731192.0,188.553
0.0,63.012,0.697264428872568,1.17032244,45.0,-1.525793552398683,2090.5261358399193,14.379000000000001,0.0,10.31329536,1062.779160431508,146.89889145,32.844961166381694,140.6099967956544,7.551,530670714120.60596,138.3,13.929210662841811,0.0,236.526,219.99599999999998,228.18599999999998,276.19418334960926,265.596,464.70300000000003,44.7,7956.0,299.9963546979564,247.74389754158642,191.9933937756108,-1.710919439792634,350997.0,227796.0,187.0335359961345,23217978.0,149.949324726879,23233671.0,150.050675273121,46451649.0,36.599999999999994,0.0,161.10000000000002,22.5,26.400000000000002,111.036,0.0,9.69,29258964.0,188.964
0.0,60.300000000000004,0.679828065142929,1.4349416700000002,45.0,-1.507584571838379,2273.527071799671,14.285999999999998,0.0,11.47585917,1278.722649107625,130.80113982,34.554090499878,143.9100036621093,7.257,556920400784.754,140.7,15.01392030715941,0.0,236.99099999999999,221.33100000000002,229.107,279.8838958740234,258.9,444.519,42.900000000000006,7428.0,299.92361955232263,251.04020446811998,193.3703732908323,-0.535970136523248,363081.0,236820.0,189.9217547109036,23577582.0,149.956105674309,23591385.0,150.043894325691,47168967.0,33.599999999999994,0.0,162.89999999999998,0.0,26.400000000000002,110.625,0.0,9.24,29775411.0,189.375
184.84,77.356,0.894877333742376,1.8879224,60.0,-2.962501287460328,3149.146082307312,19.008,0.0,16.45878984,1927.09624470264,154.43754576,41.71923828125,195.6399993896484,9.34,770695176925.616,180.0,21.04396057128908,0.0,316.496,296.584,306.488,376.8905639648436,337.792,570.696,54.8,9300.0,398.5408035796508,339.1200540374008,259.6610257479236,-0.0741328373551368,499892.0,328312.0,257.0139152842648,31907116.0,199.944404039756,31924860.0,200.055595960244,63831976.0,39.2,0.0,219.2,32.0,34.8,146.956,0.0,13.92,40380748.0,253.044
0.0,74.96,0.92332589007464,2.39079072,60.0,-2.688637018203736,3317.609161368604,19.092,0.0,17.25008772,1909.80072545922,168.81538392,48.3209609985352,208.9199981689452,9.04,771457183349.44,184.0,19.99480056762696,0.0,316.836,297.564,307.156,377.8226318359376,333.1,556.696,52.8,8832.0,397.5566780713164,343.5254942181768,261.4946943022916,-0.589379906654356,515976.0,341624.0,260.8455789982284,32382700.0,199.9437882496448,32400908.0,200.0562117503552,64783608.0,42.0,0.0,221.6,0.0,36.0,146.408,15.39636,14.48,41071512.0,253.592
0.0,72.896,0.874699471566912,2.65793584,60.0,-2.722107887268068,3223.2230592263,19.44,0.0,17.66428756,1955.240701320456,156.57528688,46.8745613098144,207.9199981689452,8.804,761996156004.496,180.0,17.45099258422852,0.0,316.548,297.64,307.052,377.400909423828,337.312,556.136,51.2,8480.0,394.6093934657316,347.9356370343956,263.3262443586668,-0.366841733455658,533024.0,355808.0,264.7702528587532,32869840.0,199.9432467425424,32888504.0,200.056777588972,65758340.0,41.2,0.0,224.0,0.0,38.8,145.864,0.0,18.4,41778904.0,254.136
256.25,89.97999999999999,0.9883888858470601,4.21124965,75.0,-3.1292200088501,4338.08438273367,24.36,0.0,22.72380115,2654.013960289255,193.43420030000001,60.8163499832155,264.2499923706055,10.87,975053962868.1399,223.5,23.0712890625,0.0,396.97499999999997,372.885,384.85999999999996,464.148941040039,412.23999999999995,690.01,62.0,10405.0,491.5781196827845,440.4386703394175,330.90586136498405,-0.39466295391321204,689715.0,463890.0,336.14398453857297,41731225.0,249.933311149633,41753500.0,250.0667187959665,83484720.0,48.5,0.0,0.0,0.0,53.5,181.64999999999998,0.0,19.2,53154720.0,318.35
0.0,88.29,0.9955126687707699,1.91788925,75.0,-3.145749270915985,4674.56216904081,24.555,0.0,24.6495056,2930.1198304184445,186.04696274999998,0.0,254.95000839233398,10.665,987625254952.865,227.0,23.107275962829597,0.0,398.02,373.115,385.46999999999997,0.0,411.18,697.0050000000001,60.0,10235.0,0.0,445.65320798228004,331.97349240069104,-0.474053956568241,717260.0,486170.0,342.560637783862,42530105.0,249.946666813982,42548255.0,250.053333186018,85078360.0,51.5,0.0,0.0,0.0,58.0,180.895,0.0,17.65,54297860.0,319.105
0.0,86.69,0.9622670483986601,1.51859255,75.0,-2.54537343978882,4640.874990143105,24.565,0.0,24.147043250000003,2866.7145589496895,190.6259346,0.0,259.2000007629395,10.440000000000001,987744808005.73,228.5,21.1282992362976,0.0,399.765,373.495,386.485,0.0,409.105,708.4399999999999,57.5,10180.0,0.0,450.0162033232915,333.0492856734415,-1.191247031092645,749295.0,511315.0,349.1653245289095,43354870.0,249.974169354476,43363835.0,250.0258594743695,86718700.0,54.5,0.0,0.0,58.5,68.5,180.07000000000002,16.28565,19.05,55487825.0,319.93
0.0,68.148,0.715939010617944,0.86170548,60.0,-2.015110969543456,3723.993635019588,30.136,0.0,19.8803768,2183.449080460588,164.84721376,47.7696800231932,210.240005493164,8.204,728658498637.712,189.2,16.45607948303224,0.0,304.224,275.06,288.612,374.50439453125,457.908,852.304,44.4,8068.0,0.0,363.4965031015096,267.3066611899344,-1.081052541732788,620896.0,418548.0,283.2758093090676,35193792.0,200.0943907117084,35160592.0,199.9056320303016,70354380.0,57.2,0.0,0.0,0.0,61.6,143.336,0.0,24.44,45143592.0,256.664
256.72,67.268,0.0,0.0,60.0,-2.376356363296508,0.0,26.876,17.6,0.0,0.0,0.0,49.6114387512208,216.9199981689452,8.104,759519016749.204,183.2,14.7655200958252,0.0,309.848,281.04,294.68,377.9343566894532,423.312,792.584,42.8,7956.0,0.0,366.9707647444584,268.179609929576,-1.029711723327636,639344.0,421144.0,286.64417780641,35643612.0,200.270472588734,35547340.0,199.7295498860332,71190948.0,46.0,0.0,0.0,0.0,0.0,142.556,0.0,18.0,45819208.0,257.444
0.0,0.0,0.0,0.0,60.0,-2.519713878631592,0.0,0.0,0.0,0.0,0.0,0.0,48.5026817321776,216.4969177246092,0.0,781907120567.504,182.0,14.58815956115724,0.0,0.0,0.0,0.0,375.79248046875,0.0,0.0,0.0,0.0,0.0,369.0900043694428,268.3580470959388,-0.957180976867676,664632.0,435564.0,0.0,36065592.0,200.3532692628188,35938408.0,199.6467307371812,72004000.0,43.2,0.0,0.0,0.0,0.0,141.72,0.0,15.82,46492984.0,258.28
0.0,133.732,0.618353005893632,0.0,0.0,0.0,0.0,31.248,0.0,0.0,0.0,0.0,0.0,0.0,15.788,111464960649.848,0.0,0.0,0.0,273.236,228.068,250.2,0.0,661.9,1528.108,185.2,16436.0,399.9999999995456,0.0,0.0,0.0,53560.0,28740.0,1036.134942084944,11049732.0,205.8759732067816,10418984.0,194.1240267932184,21468716.0,0.0,0.0,159.2,0.0,0.0,202.904,0.0,0.0,10578496.0,197.096
0.0,131.148,0.758206904076752,0.0,0.0,0.0,0.0,29.028,0.0,0.0,0.0,0.0,0.0,0.0,15.48,113130344769.4968,216.0,0.0,0.0,276.264,234.924,255.424,0.0,639.016,1426.628,176.4,15920.0,0.0,0.0,0.0,0.0,56072.0,29924.0,1054.260617760616,11247976.0,205.9665230440188,10596304.0,194.0334769559812,21844280.0,141.2,0.0,162.4,0.0,0.0,200.824,0.0,30.12,10877140.0,199.176
0.0,128.888,0.757642267142692,0.0,0.0,0.0,0.0,27.716,0.0,0.0,0.0,0.0,0.0,65.3623962402344,15.26,121074316078.1948,0.0,0.0,0.0,278.852,238.536,258.628,296.5726318359376,623.752,1396.324,168.0,15352.0,0.0,0.0,0.0,0.0,58788.0,31300.0,1071.85444015444,11439156.0,206.0290270209716,10769664.0,193.970900935592,22208824.0,0.0,0.0,166.0,0.0,0.0,198.74,0.0,31.52,11174368.0,201.26
0.0,94.69200000000001,0.613609223479356,0.0,0.0,0.0,0.0,20.106,0.0,0.0,0.0,0.0,0.0,0.0,11.202,96089101384.7505,0.0,0.0,0.0,210.92400000000004,180.52499999999998,195.70499999999998,0.0,459.216,1046.955,120.0,11022.0,0.0,0.0,0.0,0.0,46779.0,25005.0,815.297345559846,8706384.0,154.615594033515,8186577.0,145.384405966485,16892961.0,0.0,206.10000000000002,126.89999999999999,11.100000000000001,0.0,145.749,0.0,29.82,8685855.0,154.251
0.0,93.65700000000001,0.652254229461246,0.0,0.0,0.0,0.0,19.668,0.0,0.0,0.0,0.0,0.0,0.0,10.98,100597661334.33391,0.0,0.0,0.0,212.66699999999997,182.36700000000002,197.51399999999998,0.0,451.305,1039.962,113.69999999999999,10593.0,0.0,0.0,0.0,0.0,50286.0,27138.0,824.281563706563,8810616.0,154.7612364435297,8268498.0,145.2387635564703,17079114.0,0.0,0.0,129.60000000000002,0.0,0.0,141.888,0.0,23.04,9001377.0,158.112
0.0,92.049,0.6786625255436161,0.0,0.0,0.0,0.0,19.433999999999997,0.0,0.0,0.0,0.0,0.0,0.0,10.731,105360036510.70859,149.7,0.0,0.0,213.849,184.065,198.99,0.0,442.77600000000007,1022.106,107.69999999999999,10092.0,299.99999999969486,0.0,0.0,0.0,54441.0,29784.0,832.2676158301169,8904297.0,154.9059661337169,8340291.0,145.0940860565796,17244585.0,81.9,0.0,132.0,0.0,0.0,138.036,0.0,22.950000000000003,9310008.0,161.964
0.0,120.508,0.779925654959732,0.0,0.0,-3.461110115051268,0.0,25.256,0.0,0.0,0.0,0.0,0.0,0.0,13.928,141619990752.148,204.0,0.0,0.0,287.572,248.828,268.304,0.0,579.648,1327.2,136.0,12772.0,0.0,0.0,0.0,-0.861481487751008,79268.0,44168.0,1119.138996138996,11984380.0,206.7291802509512,11204176.0,193.2707507495076,23188560.0,114.4,0.0,179.6,0.0,0.0,178.928,0.0,30.72,12815852.0,221.072
0.0,117.652,0.900743317468888,0.0,0.0,0.0,0.0,24.56,0.0,0.0,0.0,0.0,0.0,0.0,13.508,146063983670.3548,0.0,0.0,0.0,290.236,252.596,271.58,0.0,568.28,1286.36,128.8,12048.0,0.0,0.0,0.0,0.0,87304.0,49760.0,1127.922393822392,12088468.0,206.900855401276,11282084.0,193.099144598724,23370552.0,0.0,0.0,183.2,0.0,0.0,173.852,0.0,31.92,13213008.0,226.148
0.0,117.24,0.924309072962832,0.0,36.0,-3.562868595123292,0.0,24.348,0.0,0.0,0.0,0.0,0.0,0.0,13.428,149938005552.9596,218.0,10.18900012969972,0.0,291.716,255.664,273.912,0.0,568.98,1250.832,122.0,11612.0,0.0,0.0,0.0,0.362716257572174,96908.0,56704.0,1136.116409266408,12185344.0,207.0547518191332,11354988.0,192.9452481808668,23540332.0,126.4,304.0,186.8,15.6,0.0,168.8,0.0,28.4,13606312.0,231.2
0.0,142.495,1.10337057013453,0.0,45.0,0.0,0.0,29.52,0.0,0.0,0.0,0.0,0.0,0.0,16.294999999999998,191474644772.43,261.0,12.813049554824849,0.0,369.015,324.15999999999997,346.89500000000004,0.0,682.4649999999999,1521.005,144.5,13460.0,0.0,0.0,0.0,0.0,135205.0,81360.0,1429.5009652509652,15342775.0,258.9999716400745,14276485.0,241.00002835992552,29619260.0,143.0,0.0,238.0,0.0,0.0,208.215,0.0,36.5,17284910.0,291.78499999999997
0.0,137.325,1.071765407272525,0.0,45.0,-3.7272202968597403,1731.05740519856,29.380000000000003,0.0,19.71574185,870.2592870874049,243.48936080000001,0.0,157.0499992370605,15.700000000000001,193634300649.5145,257.5,14.193400144577051,0.0,371.24,326.75,349.325,0.0,668.515,1499.855,137.0,12315.0,500.0,402.84304201527954,0.0,1.64602667093277,151265.0,93610.0,1437.857625482625,15443375.0,259.1830436007025,14349035.0,240.8169563992975,29792410.0,121.0,0.0,242.5,0.0,0.0,205.44,15.7211,34.8,17551305.0,294.56
0.0,129.975,1.0827374982298001,0.0,45.0,0.0,1785.468289873925,30.595,0.0,19.16709425,867.9185179919,246.6288376,0.0,162.2999954223635,14.885,195337534408.246,257.0,0.0,0.0,369.51500000000004,325.795,347.99,0.0,692.48,1521.855,130.0,11085.0,0.0,403.306305310453,0.0,0.0,168930.0,107410.0,1445.0036196911199,15531525.0,259.373390034727,14408945.0,240.6265264662635,29940475.0,127.5,0.0,247.0,0.0,36.0,202.68,0.0,34.8,17803805.0,297.32
0.0,122.42000000000002,1.06154155777546,0.0,45.0,-4.06572610139847,1834.94622924575,30.23,0.0,20.01630785,931.53551645891,243.66767885000002,0.0,169.05000686645502,14.045000000000002,198410034522.036,259.5,16.214200258255,0.0,373.53999999999996,328.14,351.15999999999997,0.0,641.8899999999999,1505.4050000000002,123.5,9950.0,0.0,403.7678746941345,0.0,1.469970643520355,187220.0,122165.0,1450.59724903475,15604060.0,259.5798728223215,14452315.0,240.4201271776785,30056375.0,129.0,0.0,251.0,0.0,35.5,199.92999999999998,0.0,31.0,18038035.0,300.07
0.0,116.28500000000001,1.12422995837053,0.0,45.0,-2.083968073129655,1866.086484401415,31.34,0.0,19.4459629,933.8310045481251,247.36362455,0.0,176.70000076293948,13.375,201515931376.1935,252.5,15.6733500957489,0.0,373.41,327.34000000000003,350.7,0.0,639.05,1525.8799999999999,117.0,9000.0,0.0,405.6637862850905,0.0,-0.9037693589925749,205135.0,137200.0,1454.355453667955,15658855.0,259.818273197155,14475385.0,240.1816438407535,30134245.0,134.0,430.0,255.0,29.0,39.5,197.195,0.0,34.5,18249600.0,302.805
0.0,88.34,0.890367123386752,0.0,36.0,-1.922688245773316,1615.668748395796,25.632,0.0,16.06603624,798.176515189628,194.12825012,0.0,139.3200073242188,10.184,162646578487.3904,191.2,0.0,0.0,299.872,262.296,281.36,0.0,496.7,1221.876,89.2,6512.0,0.0,326.0182151577752,0.0,-0.2764039039611816,177920.0,121920.0,1165.184362934364,12558580.0,208.073191724842,11584040.0,191.9268082751584,24142620.0,94.4,0.0,207.2,0.0,34.8,155.572,0.0,27.2,14752832.0,244.428
0.0,85.044,0.860634538444004,0.0,36.0,-2.03469491004944,1935.70806586584,26.396,0.0,16.9929924,893.78813147084,207.22921752,0.0,141.6000061035156,9.82,167046922311.2268,194.0,12.71140003204344,0.0,300.332,262.568,281.76,0.0,493.416,1221.74,84.4,5976.0,400.0,327.4740919766032,0.0,-0.1350435018539428,191632.0,134628.0,1165.601737451736,12577904.0,208.3187350660016,11573364.0,191.6812649339984,24151268.0,93.2,0.0,210.0,0.0,36.4,153.408,12.37856,28.88,14888772.0,246.592
0.0,82.756,0.846745069330552,0.0,36.0,-1.34367334842682,1967.336258904284,26.82,0.0,18.08228304,1023.016878088768,180.27282716,0.0,147.759994506836,9.572,174310707107.0528,182.8,13.97192001342772,0.0,301.604,263.86,283.092,334.2378540039064,487.34,1207.912,80.4,5552.0,0.0,328.9014459002804,0.0,-0.672632098197936,205788.0,148272.0,1164.949034749036,12586880.0,208.5841990867084,11550864.0,191.4158009132916,24137744.0,82.0,0.0,213.2,0.0,37.6,151.252,0.0,26.28,15010540.0,248.748
0.0,80.728,0.853499840975404,0.0,36.0,-1.692248702049256,2003.653317087568,27.256,0.0,16.4196644,970.09631599076,193.3854828,0.0,149.8800048828124,9.34,177550233670.5072,180.8,14.43939971923828,0.0,302.708,265.328,284.432,328.1145324707032,484.532,1187.856,76.4,5184.0,0.0,330.332240422956,0.0,-0.02908292599022388,213608.0,155752.0,1166.820656370656,12615972.0,208.7309490810176,11560552.0,191.2690509189824,24176524.0,71.6,0.0,216.0,0.0,38.8,148.904,0.0,25.64,15176572.0,251.096
