País,Año,"Birth rate, crude (per 1,000 people)",CO2 emissions (kg per PPP $ of GDP),Capital health expenditure (% of GDP),"Compulsory education, duration (years)",Control of Corruption: Estimate,"Current health expenditure per capita, PPP (current international $)","Death rate, crude (per 1,000 people)",Diabetes prevalence (% of population ages 20 to 79),Domestic general government health expenditure (% of GDP),"Domestic general government health expenditure per capita, PPP (current international $)",Domestic private health expenditure (% of current health expenditure),"Fertility rate, total (births per woman)","GDP, PPP (constant 2017 international $)",Gini index,"Government expenditure on education, total (% of GDP)","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)","Mortality rate, adult, female (per 1,000 female adults)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, infant (per 1,000 live births)",Number of neonatal deaths,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)",People using at least basic sanitation services (% of population),People using safely managed drinking water services (% of population),Political Stability and Absence of Violence/Terrorism: Estimate,"Population ages 80 and above, female","Population ages 80 and above, male",Population density (people per sq. km of land area),"Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total",Poverty gap at $6.85 a day (2017 PPP) (%),Pregnant women receiving prenatal care (%),Prevalence of overweight (% of adults),"Prevalence of overweight, weight for height (% of children under 5)",Prevalence of undernourishment (% of population),Rural population (% of total population),"Unemployment, total (% of total labor force) (modeled ILO estimate)",Urban population,Urban population (% of total population),"Proportion of adults who are obese, 20 years old and over ,by sex",Gasto público social según la clasificación por funciones del gobierno,"Age-standardized prevalence of current tobacco use among persons aged 15 years and older, by sex"
Colombia,2011,66.436,0.526698375389228,2.77905512,40,-1.2701107263565,3140.36997037766,19.78,39.2,19.93534088,2308.15828590274,105.38919832,7.832,2279584158612.45,214.0,17.8643207550048,314.192,288.564,301.28,306.588,640.568,61.2,29220,399.352781202763,340.76984072137,286.425491645474,-5.13862228393556,1199540,752564,163.348892293826,91614804,202.200463975079,89620792,197.79953602492,181235596,70.0,0.0,224.8,0.0,49.2,86.66,40.44,141970904,313.34,23.8,76079362.83,0.0
Colombia,2011,66.436,0.526698375389228,2.77905512,40,-1.2701107263565,3140.36997037766,19.78,39.2,19.93534088,2308.15828590274,105.38919832,7.832,2279584158612.45,214.0,17.8643207550048,314.192,288.564,301.28,306.588,640.568,61.2,29220,399.352781202763,340.76984072137,286.425491645474,-5.13862228393556,1199540,752564,163.348892293826,91614804,202.200463975079,89620792,197.79953602492,181235596,70.0,0.0,224.8,0.0,49.2,86.66,40.44,141970904,313.34,14.7,76079362.83,0.0
Colombia,2012,65.376,0.507239111206588,3.31269048,40,-1.68919336795806,3231.37317551286,19.928,0.0,18.85149192,2257.49471158783,118.44794464,7.72,2368775983744.86,210.4,17.4815597534179,315.148,289.82,302.388,302.372,622.256,59.2,28120,399.424720505362,344.275681051562,287.352494929494,-5.6072416305542,1267220,798688,165.056032447048,92599988,202.261029600075,90529680,197.738970399924,183129668,66.8,0.0,227.2,0.0,42.8,85.196,38.96,144124880,314.804,19.9,82310326.38,0.0
Colombia,2012,65.376,0.507239111206588,3.31269048,40,-1.68919336795806,3231.37317551286,19.928,0.0,18.85149192,2257.49471158783,118.44794464,7.72,2368775983744.86,210.4,17.4815597534179,315.148,289.82,302.388,302.372,622.256,59.2,28120,399.424720505362,344.275681051562,287.352494929494,-5.6072416305542,1267220,798688,165.056032447048,92599988,202.261029600075,90529680,197.738970399924,183129668,66.8,0.0,227.2,0.0,42.8,85.196,38.96,144124880,314.804,24.3,82310326.38,0.0
Colombia,2012,65.376,0.507239111206588,3.31269048,40,-1.68919336795806,3231.37317551286,19.928,0.0,18.85149192,2257.49471158783,118.44794464,7.72,2368775983744.86,210.4,17.4815597534179,315.148,289.82,302.388,302.372,622.256,59.2,28120,399.424720505362,344.275681051562,287.352494929494,-5.6072416305542,1267220,798688,165.056032447048,92599988,202.261029600075,90529680,197.738970399924,183129668,66.8,0.0,227.2,0.0,42.8,85.196,38.96,144124880,314.804,15.2,82310326.38,0.0
Colombia,2013,64.352,0.525363581174964,3.29065036,40,-1.7642103433609,3556.6637928209,20.164,0.0,19.60825728,2484.59419755736,120.5702362,7.62,2490388789252.62,210.4,19.5142002105712,315.888,290.9,303.308,299.772,606.664,57.2,27032,397.41144235371,347.773596053096,288.261429973164,-5.16788721084596,1337324,845716,166.698260477692,93550176,202.323451763519,91401544,197.67654823648,184951720,62.4,0.0,229.6,0.0,35.6,83.756,36.2,146224680,316.244,20.5,91362293.69,0.0
Colombia,2013,64.352,0.525363581174964,3.29065036,40,-1.7642103433609,3556.6637928209,20.164,0.0,19.60825728,2484.59419755736,120.5702362,7.62,2490388789252.62,210.4,19.5142002105712,315.888,290.9,303.308,299.772,606.664,57.2,27032,397.41144235371,347.773596053096,288.261429973164,-5.16788721084596,1337324,845716,166.698260477692,93550176,202.323451763519,91401544,197.67654823648,184951720,62.4,0.0,229.6,0.0,35.6,83.756,36.2,146224680,316.244,24.9,91362293.69,0.0
Colombia,2013,64.352,0.525363581174964,3.29065036,40,-1.7642103433609,3556.6637928209,20.164,0.0,19.60825728,2484.59419755736,120.5702362,7.62,2490388789252.62,210.4,19.5142002105712,315.888,290.9,303.308,299.772,606.664,57.2,27032,397.41144235371,347.773596053096,288.261429973164,-5.16788721084596,1337324,845716,166.698260477692,93550176,202.323451763519,91401544,197.67654823648,184951720,62.4,0.0,229.6,0.0,35.6,83.756,36.2,146224680,316.244,15.7,91362293.69,0.0
Colombia,2014,63.336,0.512566652634252,3.44146896,40,-1.58871698379516,3810.24044786393,20.424,0.0,20.23570632,2682.57475598637,118.38262176,7.532,2602432128025.36,210.4,18.5178394317626,316.556,291.94,304.172,297.472,592.924,55.6,26000,389.924176910341,351.263606925186,289.152406026577,-4.45837640762328,1406588,891016,168.284621901757,94469468,202.385653336467,92242320,197.614346663532,186711788,57.6,0.0,231.6,0.0,30.0,82.34,34.28,148277168,317.66,21.0,98194714.27,0.0
Colombia,2014,63.336,0.512566652634252,3.44146896,40,-1.58871698379516,3810.24044786393,20.424,0.0,20.23570632,2682.57475598637,118.38262176,7.532,2602432128025.36,210.4,18.5178394317626,316.556,291.94,304.172,297.472,592.924,55.6,26000,389.924176910341,351.263606925186,289.152406026577,-4.45837640762328,1406588,891016,168.284621901757,94469468,202.385653336467,92242320,197.614346663532,186711788,57.6,0.0,231.6,0.0,30.0,82.34,34.28,148277168,317.66,25.5,98194714.27,0.0
Colombia,2014,63.336,0.512566652634252,3.44146896,40,-1.58871698379516,3810.24044786393,20.424,0.0,20.23570632,2682.57475598637,118.38262176,7.532,2602432128025.36,210.4,18.5178394317626,316.556,291.94,304.172,297.472,592.924,55.6,26000,389.924176910341,351.263606925186,289.152406026577,-4.45837640762328,1406588,891016,168.284621901757,94469468,202.385653336467,92242320,197.614346663532,186711788,57.6,0.0,231.6,0.0,30.0,82.34,34.28,148277168,317.66,16.2,98194714.27,0.0
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,21.6,104435905.0,5.3
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,21.6,104435905.0,9.9
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,21.6,104435905.0,14.4
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,26.1,104435905.0,5.3
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,26.1,104435905.0,9.9
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,26.1,104435905.0,14.4
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,16.7,104435905.0,5.3
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,16.7,104435905.0,9.9
Colombia,2015,62.34,0.514068907978,0.0,48,-1.40895867347717,3986.00877993344,20.672,0.0,21.31556892,2823.33156104961,116.6758194,7.452,2679357455088.27,204.0,17.8815593719482,317.168,293.008,305.028,295.864,581.596,53.6,24984,385.352603983384,354.746447761067,290.027351736093,-4.2906551361084,1470388,930728,169.877342947273,95389420,202.440514936758,93089496,197.559493552254,188478912,54.8,390.0,234.0,0.0,26.0,80.944,33.2,150338320,319.056,16.7,104435905.0,14.4
Colombia,2016,61.412,0.502112425837772,0.0,48,-1.5361305475235,4208.8213727732,20.852,0.0,21.18653488,2960.04273552106,118.68203736,7.372,2735285893761.85,202.4,17.9088401794433,317.76,294.076,305.884,294.124,572.736,52.0,24040,370.973580948353,358.22217690466,290.886398850701,-3.54865598678588,1526152,963152,171.702406489409,96431956,202.477737191831,94071864,197.522262808168,190503820,54.0,388.8,236.0,22.8,24.0,79.568,34.76,152608800,320.432,22.1,108261750.3,0.0
Colombia,2016,61.412,0.502112425837772,0.0,48,-1.5361305475235,4208.8213727732,20.852,0.0,21.18653488,2960.04273552106,118.68203736,7.372,2735285893761.85,202.4,17.9088401794433,317.76,294.076,305.884,294.124,572.736,52.0,24040,370.973580948353,358.22217690466,290.886398850701,-3.54865598678588,1526152,963152,171.702406489409,96431956,202.477737191831,94071864,197.522262808168,190503820,54.0,388.8,236.0,22.8,24.0,79.568,34.76,152608800,320.432,26.7,108261750.3,0.0
Colombia,2016,61.412,0.502112425837772,0.0,48,-1.5361305475235,4208.8213727732,20.852,0.0,21.18653488,2960.04273552106,118.68203736,7.372,2735285893761.85,202.4,17.9088401794433,317.76,294.076,305.884,294.124,572.736,52.0,24040,370.973580948353,358.22217690466,290.886398850701,-3.54865598678588,1526152,963152,171.702406489409,96431956,202.477737191831,94071864,197.522262808168,190503820,54.0,388.8,236.0,22.8,24.0,79.568,34.76,152608800,320.432,17.3,108261750.3,0.0
Colombia,2017,75.405,0.54589623264393,0.0,60,-2.14722618460655,5503.63448616869,26.245,0.0,27.274909,3909.83497716436,144.79519845,9.09,3465585374783.12,248.5,22.6775503158569,397.675,368.795,383.23,367.61,705.455,63.0,28915,460.523144911478,452.112898128179,364.660031235424,-3.89728844165802,1978200,1247910,217.898472284813,122385500,253.115347347561,119372855,246.884652652439,241758355,65.0,0.0,0.0,0.0,29.5,97.77,44.35,194484925,402.23,0.0,123184109.8,0.0
Colombia,2018,74.205,0.53108559564662,0.0,60,-1.69985324144363,5780.56616592395,26.555,0.0,27.3044944,4139.7211232714,141.9277191,8.93499999999999,3554454222089.05,252.0,22.245500087738,398.3,369.21,383.74,366.105,707.29,61.0,27945,0.0,456.438757412991,365.632189439676,-4.03479814529419,2058675,1303300,222.068323569175,124729535,253.119373575006,121655270,246.880626424994,246384805,65.5,0.0,0.0,0.0,31.0,96.11,45.55,199024720,403.89,0.0,123596878.9,4.8
Colombia,2018,74.205,0.53108559564662,0.0,60,-1.69985324144363,5780.56616592395,26.555,0.0,27.3044944,4139.7211232714,141.9277191,8.93499999999999,3554454222089.05,252.0,22.245500087738,398.3,369.21,383.74,366.105,707.29,61.0,27945,0.0,456.438757412991,365.632189439676,-4.03479814529419,2058675,1303300,222.068323569175,124729535,253.119373575006,121655270,246.880626424994,246384805,65.5,0.0,0.0,0.0,31.0,96.11,45.55,199024720,403.89,0.0,123596878.9,8.8
Colombia,2018,74.205,0.53108559564662,0.0,60,-1.69985324144363,5780.56616592395,26.555,0.0,27.3044944,4139.7211232714,141.9277191,8.93499999999999,3554454222089.05,252.0,22.245500087738,398.3,369.21,383.74,366.105,707.29,61.0,27945,0.0,456.438757412991,365.632189439676,-4.03479814529419,2058675,1303300,222.068323569175,124729535,253.119373575006,121655270,246.880626424994,246384805,65.5,0.0,0.0,0.0,31.0,96.11,45.55,199024720,403.89,0.0,123596878.9,13.2
Colombia,2019,73.41,0.497035479351973,0.0,60,-1.415785998106,6379.85214308935,27.055,0.0,28.865397,4537.80609907409,144.36431885,8.825,3667729538138.05,256.5,22.5534510612488,398.605,369.0,383.76,367.575,711.42,59.0,27350,0.0,460.75545768897,366.359596819372,-4.89733636379242,2148230,1364535,226.171275349256,127040530,253.132289801947,123896505,246.867720160711,250937030,70.0,0.0,0.0,0.0,36.0,94.48,49.8,203519970,405.52,0.0,132177818.4,8.8
Colombia,2019,73.41,0.497035479351973,0.0,60,-1.415785998106,6379.85214308935,27.055,0.0,28.865397,4537.80609907409,144.36431885,8.825,3667729538138.05,256.5,22.5534510612488,398.605,369.0,383.76,367.575,711.42,59.0,27350,0.0,460.75545768897,366.359596819372,-4.89733636379242,2148230,1364535,226.171275349256,127040530,253.132289801947,123896505,246.867720160711,250937030,70.0,0.0,0.0,0.0,36.0,94.48,49.8,203519970,405.52,0.0,132177818.4,4.7
Colombia,2019,73.41,0.497035479351973,0.0,60,-1.415785998106,6379.85214308935,27.055,0.0,28.865397,4537.80609907409,144.36431885,8.825,3667729538138.05,256.5,22.5534510612488,398.605,369.0,383.76,367.575,711.42,59.0,27350,0.0,460.75545768897,366.359596819372,-4.89733636379242,2148230,1364535,226.171275349256,127040530,253.132289801947,123896505,246.867720160711,250937030,70.0,0.0,0.0,0.0,36.0,94.48,49.8,203519970,405.52,0.0,132177818.4,12.8
Colombia,2020,72.175,0.51388857699745,0.0,60,-1.25957816839218,6679.29281588714,33.03,0.0,32.67113925,4853.1415070205,136.70244215,8.685,3401734822772.99,267.5,26.3275003433227,390.68,357.685,373.845,436.05,831.35,57.0,26490,0.0,465.063850186138,367.066155486555,-3.50575298070907,2232840,1415330,229.520784136998,128955375,253.197916414281,125697940,246.802093402988,254653310,95.0,0.0,0.0,0.0,41.0,92.875,75.1999999999999,207351460,407.125,0.0,155134454.2,12.4
Colombia,2020,72.175,0.51388857699745,0.0,60,-1.25957816839218,6679.29281588714,33.03,0.0,32.67113925,4853.1415070205,136.70244215,8.685,3401734822772.99,267.5,26.3275003433227,390.68,357.685,373.845,436.05,831.35,57.0,26490,0.0,465.063850186138,367.066155486555,-3.50575298070907,2232840,1415330,229.520784136998,128955375,253.197916414281,125697940,246.802093402988,254653310,95.0,0.0,0.0,0.0,41.0,92.875,75.1999999999999,207351460,407.125,0.0,155134454.2,4.6
Colombia,2020,72.175,0.51388857699745,0.0,60,-1.25957816839218,6679.29281588714,33.03,0.0,32.67113925,4853.1415070205,136.70244215,8.685,3401734822772.99,267.5,26.3275003433227,390.68,357.685,373.845,436.05,831.35,57.0,26490,0.0,465.063850186138,367.066155486555,-3.50575298070907,2232840,1415330,229.520784136998,128955375,253.197916414281,125697940,246.802093402988,254653310,95.0,0.0,0.0,0.0,41.0,92.875,75.1999999999999,207351460,407.125,0.0,155134454.2,8.5
Colombia,2021,71.02,0.0,0.0,60,-1.82717561721802,0.0,38.675,41.5,0.0,0.0,0.0,8.585,3776476505279.74,257.5,0.0,382.21,347.02,364.15,555.315,1061.3,55.5,25530,0.0,469.363388881787,368.599477712254,-4.77278769016266,2308105,1455910,232.161162685894,130506605,253.329414722978,127076210,246.670594982639,257582810,81.0,0.0,0.0,0.0,0.0,91.3,69.5,210548190,408.7,0.0,176115997.9,0.0
Colombia,2022,0.0,0.0,0.0,60,-1.80904075503349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4059552716552.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,473.654892192619,369.280224132225,-3.20962965488434,2382825,1493385,0.0,131492085,253.48348722667,127878035,246.516512773329,259370120,0.0,0.0,0.0,0.0,0.0,89.75,53.63,212813185,410.25,0.0,0.0,0.0
Costa Rica,1990,133.67,0.916057094320025,0.0,0,0.0,0.0,18.79,0.0,0.0,0.0,0.0,16.025,154921015480.362,226.5,0.0,393.835,373.02,383.15,359.005,572.005,70.0,3785,499.999999990583,0.0,0.0,0.0,71585,58080,309.268801410105,7832500,248.001030949705,7958770,251.999127365667,15791265,103.0,0.0,194.0,0.0,0.0,249.985,0.0,7896105,250.015,8.6,0.0,0.0
Costa Rica,1990,133.67,0.916057094320025,0.0,0,0.0,0.0,18.79,0.0,0.0,0.0,0.0,16.025,154921015480.362,226.5,0.0,393.835,373.02,383.15,359.005,572.005,70.0,3785,499.999999990583,0.0,0.0,0.0,71585,58080,309.268801410105,7832500,248.001030949705,7958770,251.999127365667,15791265,103.0,0.0,194.0,0.0,0.0,249.985,0.0,7896105,250.015,11.7,0.0,0.0
Costa Rica,1990,133.67,0.916057094320025,0.0,0,0.0,0.0,18.79,0.0,0.0,0.0,0.0,16.025,154921015480.362,226.5,0.0,393.835,373.02,383.15,359.005,572.005,70.0,3785,499.999999990583,0.0,0.0,0.0,71585,58080,309.268801410105,7832500,248.001030949705,7958770,251.999127365667,15791265,103.0,0.0,194.0,0.0,0.0,249.985,0.0,7896105,250.015,5.5,0.0,0.0
Costa Rica,1991,129.155,0.92391882083756,0.0,0,0.0,0.0,19.115,0.0,0.0,0.0,0.0,15.595,158430991195.855,233.0,0.0,392.45,373.835,382.955,370.96,567.18,69.0,3665,0.0,0.0,0.0,0.0,76115,61430,317.216412064238,8033655,247.997168623708,8163420,252.002985725196,16197070,119.5,0.0,198.5,0.0,0.0,245.415,26.85,8247060,254.585,9.0,0.0,0.0
Costa Rica,1991,129.155,0.92391882083756,0.0,0,0.0,0.0,19.115,0.0,0.0,0.0,0.0,15.595,158430991195.855,233.0,0.0,392.45,373.835,382.955,370.96,567.18,69.0,3665,0.0,0.0,0.0,0.0,76115,61430,317.216412064238,8033655,247.997168623708,8163420,252.002985725196,16197070,119.5,0.0,198.5,0.0,0.0,245.415,26.85,8247060,254.585,12.2,0.0,0.0
Costa Rica,1991,129.155,0.92391882083756,0.0,0,0.0,0.0,19.115,0.0,0.0,0.0,0.0,15.595,158430991195.855,233.0,0.0,392.45,373.835,382.955,370.96,567.18,69.0,3665,0.0,0.0,0.0,0.0,76115,61430,317.216412064238,8033655,247.997168623708,8163420,252.002985725196,16197070,119.5,0.0,198.5,0.0,0.0,245.415,26.85,8247060,254.585,5.9,0.0,0.0
Costa Rica,1992,124.995,1.120890888571,0.0,0,0.0,0.0,19.325,0.0,0.0,0.0,0.0,15.185,173008391039.936,228.5,0.0,393.4,373.34,383.135,363.215,574.295,67.0,3630,0.0,0.0,0.0,0.0,80700,64825,325.29759106933,8238355,247.998382872172,8371340,252.001617127828,16609695,106.5,475.0,203.0,0.0,0.0,240.84,19.65,8609135,259.16,9.5,0.0,0.0
Costa Rica,1992,124.995,1.120890888571,0.0,0,0.0,0.0,19.325,0.0,0.0,0.0,0.0,15.185,173008391039.936,228.5,0.0,393.4,373.34,383.135,363.215,574.295,67.0,3630,0.0,0.0,0.0,0.0,80700,64825,325.29759106933,8238355,247.998382872172,8371340,252.001617127828,16609695,106.5,475.0,203.0,0.0,0.0,240.84,19.65,8609135,259.16,12.8,0.0,0.0
Costa Rica,1992,124.995,1.120890888571,0.0,0,0.0,0.0,19.325,0.0,0.0,0.0,0.0,15.185,173008391039.936,228.5,0.0,393.4,373.34,383.135,363.215,574.295,67.0,3630,0.0,0.0,0.0,0.0,80700,64825,325.29759106933,8238355,247.998382872172,8371340,252.001617127828,16609695,106.5,475.0,203.0,0.0,0.0,240.84,19.65,8609135,259.16,6.3,0.0,0.0
Costa Rica,1993,121.435,1.03036191962978,0.0,0,0.0,0.0,19.47,0.0,0.0,0.0,0.0,14.82,185287127413.197,230.0,0.0,394.11,373.43,383.515,358.105,576.415,65.0,3640,0.0,0.0,0.0,0.0,85415,68160,333.46768507638,8445835,248.015047988883,8581025,251.984952011116,17026860,90.0,0.0,207.5,0.0,0.0,236.285,19.75,8980475,263.715,10.0,102038.2,0.0
Costa Rica,1993,121.435,1.03036191962978,0.0,0,0.0,0.0,19.47,0.0,0.0,0.0,0.0,14.82,185287127413.197,230.0,0.0,394.11,373.43,383.515,358.105,576.415,65.0,3640,0.0,0.0,0.0,0.0,85415,68160,333.46768507638,8445835,248.015047988883,8581025,251.984952011116,17026860,90.0,0.0,207.5,0.0,0.0,236.285,19.75,8980475,263.715,13.4,102038.2,0.0
Costa Rica,1993,121.435,1.03036191962978,0.0,0,0.0,0.0,19.47,0.0,0.0,0.0,0.0,14.82,185287127413.197,230.0,0.0,394.11,373.43,383.515,358.105,576.415,65.0,3640,0.0,0.0,0.0,0.0,85415,68160,333.46768507638,8445835,248.015047988883,8581025,251.984952011116,17026860,90.0,0.0,207.5,0.0,0.0,236.285,19.75,8980475,263.715,6.7,102038.2,0.0
Costa Rica,1994,117.855,1.11978531975987,0.0,0,0.0,0.0,19.805,0.0,0.0,0.0,0.0,14.44,193660305279.642,234.0,0.0,394.46,372.815,383.35,355.675,585.5,63.5,3600,0.0,0.0,0.0,0.0,90025,71300,341.671758715237,8654635,248.044080624748,8791130,251.956062676547,17445760,76.0,0.0,211.5,0.0,0.0,231.735,20.25,9360175,268.265,10.6,120003.5,0.0
Costa Rica,1994,117.855,1.11978531975987,0.0,0,0.0,0.0,19.805,0.0,0.0,0.0,0.0,14.44,193660305279.642,234.0,0.0,394.46,372.815,383.35,355.675,585.5,63.5,3600,0.0,0.0,0.0,0.0,90025,71300,341.671758715237,8654635,248.044080624748,8791130,251.956062676547,17445760,76.0,0.0,211.5,0.0,0.0,231.735,20.25,9360175,268.265,14.1,120003.5,0.0
Costa Rica,1994,117.855,1.11978531975987,0.0,0,0.0,0.0,19.805,0.0,0.0,0.0,0.0,14.44,193660305279.642,234.0,0.0,394.46,372.815,383.35,355.675,585.5,63.5,3600,0.0,0.0,0.0,0.0,90025,71300,341.671758715237,8654635,248.044080624748,8791130,251.956062676547,17445760,76.0,0.0,211.5,0.0,0.0,231.735,20.25,9360175,268.265,7.1,120003.5,0.0
Costa Rica,1995,114.225,1.04420787036799,0.0,0,0.0,0.0,20.285,0.0,0.0,0.0,0.0,14.02,201704863423.992,228.5,16.7636001110076,394.905,371.36,382.76,352.65,603.535,63.5,3485,499.999999991891,0.0,0.0,0.0,94505,74050,349.868390129259,8863885,248.089623539264,9000395,251.910376460736,17864280,79.5,0.0,216.0,0.0,0.0,227.195,25.9,9746930,272.805,11.1,147214.0,0.0
Costa Rica,1995,114.225,1.04420787036799,0.0,0,0.0,0.0,20.285,0.0,0.0,0.0,0.0,14.02,201704863423.992,228.5,16.7636001110076,394.905,371.36,382.76,352.65,603.535,63.5,3485,499.999999991891,0.0,0.0,0.0,94505,74050,349.868390129259,8863885,248.089623539264,9000395,251.910376460736,17864280,79.5,0.0,216.0,0.0,0.0,227.195,25.9,9746930,272.805,14.7,147214.0,0.0
Costa Rica,1995,114.225,1.04420787036799,0.0,0,0.0,0.0,20.285,0.0,0.0,0.0,0.0,14.02,201704863423.992,228.5,16.7636001110076,394.905,371.36,382.76,352.65,603.535,63.5,3485,499.999999991891,0.0,0.0,0.0,94505,74050,349.868390129259,8863885,248.089623539264,9000395,251.910376460736,17864280,79.5,0.0,216.0,0.0,0.0,227.195,25.9,9746930,272.805,7.6,147214.0,0.0
Costa Rica,1996,88.232,0.761807490163592,0.0,0,2.78456974029541,0.0,16.076,0.0,0.0,0.0,0.0,10.84,163543044794.245,186.0,15.5628795623779,316.252,298.628,307.216,280.58,468.688,50.8,2664,0.0,0.0,0.0,3.01220560073852,79140,61380,286.426478652565,7258008,198.510489208294,7366928,201.489510791705,14624936,71.2,0.0,176.4,38.0,0.0,178.132,24.64,8112012,221.868,11.6,185211.1,0.0
Costa Rica,1996,88.232,0.761807490163592,0.0,0,2.78456974029541,0.0,16.076,0.0,0.0,0.0,0.0,10.84,163543044794.245,186.0,15.5628795623779,316.252,298.628,307.216,280.58,468.688,50.8,2664,0.0,0.0,0.0,3.01220560073852,79140,61380,286.426478652565,7258008,198.510489208294,7366928,201.489510791705,14624936,71.2,0.0,176.4,38.0,0.0,178.132,24.64,8112012,221.868,15.3,185211.1,0.0
Costa Rica,1996,88.232,0.761807490163592,0.0,0,2.78456974029541,0.0,16.076,0.0,0.0,0.0,0.0,10.84,163543044794.245,186.0,15.5628795623779,316.252,298.628,307.216,280.58,468.688,50.8,2664,0.0,0.0,0.0,3.01220560073852,79140,61380,286.426478652565,7258008,198.510489208294,7366928,201.489510791705,14624936,71.2,0.0,176.4,38.0,0.0,178.132,24.64,8112012,221.868,8.0,185211.1,0.0
Costa Rica,1997,86.012,0.704836095589088,0.0,0,0.0,0.0,15.94,0.0,0.0,0.0,0.0,10.56,172498933039.115,182.4,0.0,318.644,298.584,308.28,263.324,473.056,50.4,2588,0.0,0.0,0.0,0.0,82804,63528,292.943282412847,7424808,198.555016939788,7532876,201.444983060211,14957684,62.8,0.0,180.0,0.0,0.0,174.532,22.72,8431196,225.468,12.2,208986.9,0.0
